Teams,Coordinates,Longitude,Latitude
Jets,"-74.041878, 40.570842",-74.041878, 40.570842
Cowboys,"-96.932509, 33.048438",-96.932509, 33.048438
Cowboys,"-83.67529, 36.540739",-83.67529, 36.540739
49ers,"-74.074936, 40.81311",-74.074936, 40.81311
Jets,"-74.041878, 40.570842",-74.041878, 40.570842
Ravens,"-73.972965, 45.410095",-73.972965, 45.410095
Bengals,"-81.631799, 40.732694",-81.631799, 40.732694
Browns,"-81.631799, 40.732694",-81.631799, 40.732694
Saints,"-48.731403, -22.480139",-48.731403, -22.480139
Saints,"-90.320516, 38.533193",-90.320516, 38.533193
Saints,"7.875134, 47.311023",7.875134, 47.311023
Saints,"-81.391672, 41.640241",-81.391672, 41.640241
Browns,"-81.877771, 41.392684",-81.877771, 41.392684
49ers,"-71.093301, 42.204294",-71.093301, 42.204294
Chiefs,"-102.051769, 36.99311",-102.051769, 36.99311
Saints,"-119.414399, 36.26939",-119.414399, 36.26939
Steelers,"-74.461178, 41.393907",-74.461178, 41.393907
Chiefs,"-43.795449, -23.08302",-43.795449, -23.08302
Rams,"-43.795449, -23.08302",-43.795449, -23.08302
Patriots,"-43.795449, -23.08302",-43.795449, -23.08302
Saints,"-43.795449, -23.08302",-43.795449, -23.08302
Saints,"-74.483289, 3.717432",-74.483289, 3.717432
49ers,"-74.483289, 3.717432",-74.483289, 3.717432
Dolphins,"-82.370641, 35.59611",-82.370641, 35.59611
Jets,"-82.370641, 35.59611",-82.370641, 35.59611
Ravens,"-87.022482, 35.994568",-87.022482, 35.994568
49ers,"18.318033, -34.35839",18.318033, -34.35839
Saints,"-93.329515, 44.889964",-93.329515, 44.889964
Giants,"-93.329515, 44.889964",-93.329515, 44.889964
Saints,"-91.152764, 30.300976",-91.152764, 30.300976
Browns,"-84.757324, 39.037727",-84.757324, 39.037727
Bills,"-118.668404, 33.704538",-118.668404, 33.704538
Browns,"-83.200169, 39.832013",-83.200169, 39.832013
Saints,"-81.585463, 41.372318",-81.585463, 41.372318
Texans,"-122.436232, 47.495315",-122.436232, 47.495315
Saints,"-95.823268, 29.522325",-95.823268, 29.522325
Steelers,"-1.508573, 53.290407",-1.508573, 53.290407
Dolphins,"-109.050173, 31.332176",-109.050173, 31.332176
Browns,"-77.421421, 37.576879",-77.421421, 37.576879
Dolphins,"120.858322, 30.69094",120.858322, 30.69094
Dolphins,"-109.050173, 31.332176",-109.050173, 31.332176
Packers,"-74.223558, 39.809802",-74.223558, 39.809802
Packers,"-85.605166, 30.355644",-85.605166, 30.355644
Texans,"-95.823268, 29.522325",-95.823268, 29.522325
Packers,"-85.605166, 30.355644",-85.605166, 30.355644
Browns,"-81.877771, 41.392684",-81.877771, 41.392684
Packers,"-73.933612, 40.785365",-73.933612, 40.785365
Patriots,"-70.391816, 43.644549",-70.391816, 43.644549
Bengals,"-84.573956, 39.209136",-84.573956, 39.209136
Bears,"-122.104336, 37.925263",-122.104336, 37.925263
Dolphins,"-122.104336, 37.925263",-122.104336, 37.925263
Redskins,"-93.410573, 44.919577",-93.410573, 44.919577
49ers,"-102.8322, 46.84707",-102.8322, 46.84707
Saints,"-119.172179, 35.255821",-119.172179, 35.255821
Browns,"-81.877771, 41.392684",-81.877771, 41.392684
Bears,"-84.359217, 34.028083",-84.359217, 34.028083
Patriots,"-75.563587, 38.788657",-75.563587, 38.788657
Rams,"-105.148074, 40.47168",-105.148074, 40.47168
Colts,"-82.620093, 27.821353",-82.620093, 27.821353
Bengals,"-84.820309, 38.403186",-84.820309, 38.403186
Colts,"-86.076196, 39.926769",-86.076196, 39.926769
Redskins,"-86.076196, 39.926769",-86.076196, 39.926769
49ers,"-106.634874, 31.620668",-106.634874, 31.620668
Chiefs,"-95.012128, 35.856248",-95.012128, 35.856248
Eagles,"-95.012128, 35.856248",-95.012128, 35.856248
Ravens,"-76.711521, 39.197211",-76.711521, 39.197211
Bills,"-76.711521, 39.197211",-76.711521, 39.197211
Patriots,"48.082599, 29.227339",48.082599, 29.227339
Saints,"48.082599, 29.227339",48.082599, 29.227339
49ers,"48.082599, 29.227339",48.082599, 29.227339
Vikings,"-93.329515, 44.889964",-93.329515, 44.889964
Cowboys,"-74.107995, 40.666879",-74.107995, 40.666879
Chiefs,"-74.107995, 40.666879",-74.107995, 40.666879
Jets,"-114.818269, 31.332246",-114.818269, 31.332246
Dolphins,"-0.508684, 51.455116",-0.508684, 51.455116
Jaguars,"-82.758209, 27.694323",-82.758209, 27.694323
Saints,"-106.645646, 25.837092",-106.645646, 25.837092
49ers,"-106.645646, 25.837092",-106.645646, 25.837092
Saints,"10.938606, 49.401829",10.938606, 49.401829
49ers,"10.938606, 49.401829",10.938606, 49.401829
Steelers,"-79.639319, 43.403221",-79.639319, 43.403221
49ers,"-79.639319, 43.403221",-79.639319, 43.403221
Chiefs,"-112.615459, 28.228442",-112.615459, 28.228442
Patriots,"-112.615459, 28.228442",-112.615459, 28.228442
Broncos,"6.026089, 51.613872",6.026089, 51.613872
Saints,"-90.137908, 29.889574",-90.137908, 29.889574
Lions,"-83.204418, 42.474131",-83.204418, 42.474131
Jets,"-83.204418, 42.474131",-83.204418, 42.474131
Dolphins,"-74.120861, 40.788991",-74.120861, 40.788991
Falcons,"-118.517358, 33.995177",-118.517358, 33.995177
Lions,"-118.517358, 33.995177",-118.517358, 33.995177
Dolphins,"-118.517358, 33.995177",-118.517358, 33.995177
Colts,"-86.076196, 39.926769",-86.076196, 39.926769
Redskins,"-86.076196, 39.926769",-86.076196, 39.926769
49ers,"-122.514926, 37.708075",-122.514926, 37.708075
Packers,"-46.847332, -20.841889",-46.847332, -20.841889
Chiefs,"-94.733122, 38.868002",-94.733122, 38.868002
49ers,"18.318033, -34.35839",18.318033, -34.35839
Saints,"-75.280284, 39.871811",-75.280284, 39.871811
49ers,"-75.280284, 39.871811",-75.280284, 39.871811
Dolphins,"-80.351414, 25.897971",-80.351414, 25.897971
Chiefs,"-0.927685, 51.439249",-0.927685, 51.439249
Saints,"-0.927685, 51.439249",-0.927685, 51.439249
Saints,"-121.576613, 38.43792",-121.576613, 38.43792
49ers,"-121.576613, 38.43792",-121.576613, 38.43792
Cowboys,"-114.316038, 50.84278",-114.316038, 50.84278
Saints,"-114.316038, 50.84278",-114.316038, 50.84278
49ers,"-114.316038, 50.84278",-114.316038, 50.84278
Jets,"-122.790065, 45.421863",-122.790065, 45.421863
Colts,"-73.857244, 45.462601",-73.857244, 45.462601
Browns,"-81.54638, 41.501345",-81.54638, 41.501345
Ravens,"-73.962582, 40.541722",-73.962582, 40.541722
Jets,"-73.962582, 40.541722",-73.962582, 40.541722
49ers,"6.588839, 49.279827",6.588839, 49.279827
Ravens,"-77.119401, 38.801826",-77.119401, 38.801826
Saints,"-121.576613, 38.43792",-121.576613, 38.43792
49ers,"-121.576613, 38.43792",-121.576613, 38.43792
Bengals,"-84.685754, 39.163006",-84.685754, 39.163006
Chiefs,"-121.759721, 42.141017",-121.759721, 42.141017
Patriots,"-121.759721, 42.141017",-121.759721, 42.141017
Broncos,"-80.519851, 39.719801",-80.519851, 39.719801
Titans,"-75.563587, 38.788657",-75.563587, 38.788657
Bengals,"-81.877771, 41.392684",-81.877771, 41.392684
Browns,"-81.877771, 41.392684",-81.877771, 41.392684
Jets,"-81.637888, 30.323787",-81.637888, 30.323787
Dolphins,"-77.730299, 43.017206",-77.730299, 43.017206
Jets,"-77.730299, 43.017206",-77.730299, 43.017206
Dolphins,"-122.436232, 47.495315",-122.436232, 47.495315
Broncos,"-8.526086, 41.463715",-8.526086, 41.463715
Patriots,"-8.526086, 41.463715",-8.526086, 41.463715
Broncos,"-90.310298, 34.982924",-90.310298, 34.982924
Texans,"-90.310298, 34.982924",-90.310298, 34.982924
Titans,"-90.310298, 34.982924",-90.310298, 34.982924
Saints,"-121.576613, 38.43792",-121.576613, 38.43792
49ers,"-121.576613, 38.43792",-121.576613, 38.43792
Chiefs,"-71.622585, 43.159703",-71.622585, 43.159703
Browns,"-82.71038, 41.378726",-82.71038, 41.378726
Saints,"-121.576613, 38.43792",-121.576613, 38.43792
49ers,"-121.576613, 38.43792",-121.576613, 38.43792
Falcons,"-85.605166, 30.355644",-85.605166, 30.355644
Browns,"-85.605166, 30.355644",-85.605166, 30.355644
Packers,"-1.476463, 50.883056",-1.476463, 50.883056
Redskins,"-1.476463, 50.883056",-1.476463, 50.883056
Browns,"-84.820309, 38.403186",-84.820309, 38.403186
Ravens,"-77.119401, 38.801826",-77.119401, 38.801826
Raiders,"-77.119401, 38.801826",-77.119401, 38.801826
Steelers,"-77.119401, 38.801826",-77.119401, 38.801826
49ers,"-77.119401, 38.801826",-77.119401, 38.801826
Saints,"-121.576613, 38.43792",-121.576613, 38.43792
49ers,"-121.576613, 38.43792",-121.576613, 38.43792
Giants,"-121.424332, 38.638355",-121.424332, 38.638355
Raiders,"-121.424332, 38.638355",-121.424332, 38.638355
Chiefs,"-115.158143, 35.917793",-115.158143, 35.917793
Patriots,"-115.158143, 35.917793",-115.158143, 35.917793
Raiders,"-115.158143, 35.917793",-115.158143, 35.917793
Titans,"-115.158143, 35.917793",-115.158143, 35.917793
Bears,"-122.104336, 37.925263",-122.104336, 37.925263
Dolphins,"-122.104336, 37.925263",-122.104336, 37.925263
Bengals,"-84.685754, 39.163006",-84.685754, 39.163006
Saints,"-121.576613, 38.43792",-121.576613, 38.43792
49ers,"-121.576613, 38.43792",-121.576613, 38.43792
Jets,"-73.204691, 40.704985",-73.204691, 40.704985
49ers,"-90.137908, 29.889574",-90.137908, 29.889574
Jets,"-73.765272, 40.907086",-73.765272, 40.907086
49ers,"-90.137908, 29.889574",-90.137908, 29.889574
Dolphins,"-80.790031, 43.094345",-80.790031, 43.094345
Dolphins,"-115.158143, 35.917793",-115.158143, 35.917793
Patriots,"-115.158143, 35.917793",-115.158143, 35.917793
Jets,"-1.601032, 55.003873",-1.601032, 55.003873
Panthers,"-81.046876, 35.001706",-81.046876, 35.001706
49ers,"-74.074936, 40.81311",-74.074936, 40.81311
Lions,"-77.730299, 43.017206",-77.730299, 43.017206
Dolphins,"-77.730299, 43.017206",-77.730299, 43.017206
Jets,"-77.730299, 43.017206",-77.730299, 43.017206
Broncos,"-95.823268, 29.522325",-95.823268, 29.522325
Texans,"-95.823268, 29.522325",-95.823268, 29.522325
Patriots,"-95.823268, 29.522325",-95.823268, 29.522325
Jets,"-1.601032, 55.003873",-1.601032, 55.003873
Jaguars,"-84.596805, 33.895088",-84.596805, 33.895088
Chargers,"-84.596805, 33.895088",-84.596805, 33.895088
Saints,"-84.596805, 33.895088",-84.596805, 33.895088
Browns,"-80.71159, 40.970454",-80.71159, 40.970454
Chargers,"-2.886462, 47.674002",-2.886462, 47.674002
Ravens,"-77.119401, 38.801826",-77.119401, 38.801826
Lions,"-83.441942, 42.52605",-83.441942, 42.52605
Panthers,"-80.297884, 26.228692",-80.297884, 26.228692
Bears,"-80.297884, 26.228692",-80.297884, 26.228692
Patriots,"-80.297884, 26.228692",-80.297884, 26.228692
49ers,"-74.074936, 40.81311",-74.074936, 40.81311
Bengals,"-80.519851, 39.719801",-80.519851, 39.719801
Dolphins,"-80.519851, 39.719801",-80.519851, 39.719801
Dolphins,"-122.240397, 47.642154",-122.240397, 47.642154
Bills,"-78.945693, 43.018942",-78.945693, 43.018942
Falcons,"-87.634643, 24.396308",-87.634643, 24.396308
Panthers,"-81.046876, 35.001706",-81.046876, 35.001706
Ravens,"-85.847503, 38.108678",-85.847503, 38.108678
Ravens,"-83.67529, 36.540739",-83.67529, 36.540739
Packers,"-113.71368, 53.395531",-113.71368, 53.395531
Bills,"-77.435201, 39.572598",-77.435201, 39.572598
Patriots,"-73.727776, 40.950918",-73.727776, 40.950918
Ravens,"-76.529818, 39.222702",-76.529818, 39.222702
Bills,"-78.889267, 42.958569",-78.889267, 42.958569
Packers,"-116.637186, 43.523489",-116.637186, 43.523489
Saints,"-117.637862, 34.077184",-117.637862, 34.077184
49ers,"-117.637862, 34.077184",-117.637862, 34.077184
Broncos,"6.026089, 51.613872",6.026089, 51.613872
Patriots,"-71.16858, 41.99342",-71.16858, 41.99342
49ers,"-74.041878, 40.570842",-74.041878, 40.570842
Ravens,"-76.711521, 39.197211",-76.711521, 39.197211
Bills,"-104.599766, 33.280185",-104.599766, 33.280185
Chargers,"-93.329515, 44.889964",-93.329515, 44.889964
Dolphins,"-80.498029, 25.726759",-80.498029, 25.726759
Colts,"-84.637123, 39.204409",-84.637123, 39.204409
Saints,"-43.795449, -23.08302",-43.795449, -23.08302
Giants,"-43.795449, -23.08302",-43.795449, -23.08302
Falcons,"-84.358067, 33.563564",-84.358067, 33.563564
Saints,"-121.576613, 38.43792",-121.576613, 38.43792
49ers,"-121.576613, 38.43792",-121.576613, 38.43792
Saints,"-85.605166, 30.355644",-85.605166, 30.355644
Jets,"-80.210559, 25.851456",-80.210559, 25.851456
Saints,"152.99692, -26.853342",152.99692, -26.853342
49ers,"152.99692, -26.853342",152.99692, -26.853342
Panthers,"-119.732263, 36.782957",-119.732263, 36.782957
Saints,"-119.732263, 36.782957",-119.732263, 36.782957
49ers,"-119.732263, 36.782957",-119.732263, 36.782957
Saints,"-99.205809, 19.297011",-99.205809, 19.297011
49ers,"18.318033, -34.35839",18.318033, -34.35839
Buccaneers,"-83.353955, 32.04683",-83.353955, 32.04683
Saints,"-114.316038, 50.84278",-114.316038, 50.84278
49ers,"-114.316038, 50.84278",-114.316038, 50.84278
Lions,"-86.058614, 42.768891",-86.058614, 42.768891
Jets,"-86.058614, 42.768891",-86.058614, 42.768891
Ravens,"-117.230172, 33.090761",-117.230172, 33.090761
Dolphins,"-80.41729, 25.780974",-80.41729, 25.780974
Panthers,"-94.919138, 39.219828",-94.919138, 39.219828
49ers,"-74.041878, 40.570842",-74.041878, 40.570842
49ers,"-62.864212, 17.094076",-62.864212, 17.094076
Jets,"-74.144262, 40.088095",-74.144262, 40.088095
49ers,"-90.137908, 29.889574",-90.137908, 29.889574
Ravens,"-83.353955, 32.04683",-83.353955, 32.04683
Saints,"-74.026675, 40.683935",-74.026675, 40.683935
49ers,"-74.026675, 40.683935",-74.026675, 40.683935
Dolphins,"-80.447069, 25.595373",-80.447069, 25.595373
Ravens,"-121.424332, 38.638355",-121.424332, 38.638355
Raiders,"-121.424332, 38.638355",-121.424332, 38.638355
49ers,"18.318033, -34.35839",18.318033, -34.35839
Dolphins,"-80.41729, 25.780974",-80.41729, 25.780974
Patriots,"-70.89979, 42.087283",-70.89979, 42.087283
Saints,"-92.158649, 30.115967",-92.158649, 30.115967
Ravens,"-77.828767, 42.772513",-77.828767, 42.772513
49ers,"-35.019805, -8.157554",-35.019805, -8.157554
Bears,"-80.321683, 25.70904",-80.321683, 25.70904
Ravens,"-76.945495, 38.768037",-76.945495, 38.768037
Ravens,"-82.620093, 27.821353",-82.620093, 27.821353
Patriots,"-70.89979, 42.087283",-70.89979, 42.087283
Bills,"-84.321948, 33.752879",-84.321948, 33.752879
Browns,"-76.979663, 39.031238",-76.979663, 39.031238
Saints,"-0.15191, 51.410792",-0.15191, 51.410792
49ers,"-0.15191, 51.410792",-0.15191, 51.410792
Browns,"-84.757324, 39.037727",-84.757324, 39.037727
Dolphins,"-74.502999, 41.155829",-74.502999, 41.155829
Patriots,"-70.89979, 42.087283",-70.89979, 42.087283
Bills,"-117.399853, 33.152639",-117.399853, 33.152639
Redskins,"-76.904938, 38.665234",-76.904938, 38.665234
Buccaneers,"-96.79398, 46.818321",-96.79398, 46.818321
Broncos,"-95.823268, 29.522325",-95.823268, 29.522325
Texans,"-95.823268, 29.522325",-95.823268, 29.522325
Saints,"-85.605166, 30.355644",-85.605166, 30.355644
49ers,"-85.605166, 30.355644",-85.605166, 30.355644
Saints,"-121.576613, 38.43792",-121.576613, 38.43792
49ers,"-121.576613, 38.43792",-121.576613, 38.43792
Falcons,"-84.576827, 33.647503",-84.576827, 33.647503
Panthers,"-84.576827, 33.647503",-84.576827, 33.647503
Browns,"-81.8375, 41.463245",-81.8375, 41.463245
Saints,"-85.605166, 30.355644",-85.605166, 30.355644
49ers,"-85.605166, 30.355644",-85.605166, 30.355644
Saints,"-87.634643, 24.396308",-87.634643, 24.396308
Patriots,"-70.89979, 42.087283",-70.89979, 42.087283
Titans,"-87.022482, 35.994568",-87.022482, 35.994568
Dolphins,"-77.730299, 43.017206",-77.730299, 43.017206
Jets,"-77.730299, 43.017206",-77.730299, 43.017206
Panthers,"-46.826039, -24.008814",-46.826039, -24.008814
Chiefs,"-94.742494, 38.81903",-94.742494, 38.81903
Ravens,"-93.858146, 30.061031",-93.858146, 30.061031
Saints,"-121.576613, 38.43792",-121.576613, 38.43792
49ers,"-121.576613, 38.43792",-121.576613, 38.43792
Chiefs,"-71.382444, 42.605989",-71.382444, 42.605989
Saints,"-75.219948, 40.126154",-75.219948, 40.126154
49ers,"-75.219948, 40.126154",-75.219948, 40.126154
Lions,"-84.447821, 44.343496",-84.447821, 44.343496
Dolphins,"-81.759179, 26.513337",-81.759179, 26.513337
Buccaneers,"-81.759179, 26.513337",-81.759179, 26.513337
Saints,"13.088304, 52.338079",13.088304, 52.338079
49ers,"13.088304, 52.338079",13.088304, 52.338079
Chiefs,"-122.048884, 38.22999",-122.048884, 38.22999
Ravens,"-76.796517, 39.283539",-76.796517, 39.283539
Saints,"-85.605166, 30.355644",-85.605166, 30.355644
49ers,"-85.605166, 30.355644",-85.605166, 30.355644
Bears,"-84.359217, 34.028083",-84.359217, 34.028083
Saints,"-85.605166, 30.355644",-85.605166, 30.355644
49ers,"-85.605166, 30.355644",-85.605166, 30.355644
Chiefs,"-71.191421, 42.227797",-71.191421, 42.227797
Ravens,"-82.620093, 27.821353",-82.620093, 27.821353
49ers,"-80.574116, 43.353845",-80.574116, 43.353845
Ravens,"-117.524329, 34.033432",-117.524329, 34.033432
Chiefs,"-94.733122, 38.868002",-94.733122, 38.868002
Vikings,"-114.316038, 50.84278",-114.316038, 50.84278
Steelers,"-114.316038, 50.84278",-114.316038, 50.84278
Chiefs,"-87.022482, 35.994568",-87.022482, 35.994568
Titans,"-87.022482, 35.994568",-87.022482, 35.994568
Ravens,"-82.620093, 27.821353",-82.620093, 27.821353
Jaguars,"-82.620093, 27.821353",-82.620093, 27.821353
Patriots,"-70.467597, 41.599797",-70.467597, 41.599797
Saints,"-99.180678, 19.444937",-99.180678, 19.444937
Ravens,"-122.34266, 37.699279",-122.34266, 37.699279
Bills,"-122.34266, 37.699279",-122.34266, 37.699279
Saints,"-85.605166, 30.355644",-85.605166, 30.355644
49ers,"-85.605166, 30.355644",-85.605166, 30.355644
Ravens,"-106.645646, 25.837092",-106.645646, 25.837092
Saints,"-82.97325, 38.30953",-82.97325, 38.30953
Saints,"-99.259495, 19.386371",-99.259495, 19.386371
49ers,"-99.259495, 19.386371",-99.259495, 19.386371
Patriots,"-70.89979, 42.087283",-70.89979, 42.087283
Ravens,"-76.776462, 39.383624",-76.776462, 39.383624
Redskins,"-77.443065, 38.61099",-77.443065, 38.61099
Bills,"-96.976379, 33.22191",-96.976379, 33.22191
Ravens,"-82.620093, 27.821353",-82.620093, 27.821353
Colts,"-95.823268, 29.522325",-95.823268, 29.522325
Packers,"-92.889433, 42.491921",-92.889433, 42.491921
Texans,"-95.823268, 29.522325",-95.823268, 29.522325
Lions,"-87.022482, 35.994568",-87.022482, 35.994568
Saints,"-87.022482, 35.994568",-87.022482, 35.994568
Eagles,"-87.022482, 35.994568",-87.022482, 35.994568
Ravens,"-77.370645, 39.324073",-77.370645, 39.324073
Saints,"-73.933612, 40.785365",-73.933612, 40.785365
49ers,"-73.933612, 40.785365",-73.933612, 40.785365
Broncos,"-86.348441, 39.631677",-86.348441, 39.631677
Texans,"-86.348441, 39.631677",-86.348441, 39.631677
Colts,"-86.348441, 39.631677",-86.348441, 39.631677
Ravens,"-78.941453, 42.955994",-78.941453, 42.955994
Browns,"-76.979663, 39.031238",-76.979663, 39.031238
Ravens,"-78.941453, 42.955994",-78.941453, 42.955994
Saints,"-35.019805, -8.157554",-35.019805, -8.157554
49ers,"-35.019805, -8.157554",-35.019805, -8.157554
Saints,"-95.823268, 29.522325",-95.823268, 29.522325
49ers,"18.318033, -34.35839",18.318033, -34.35839
Bengals,"-84.685754, 39.163006",-84.685754, 39.163006
Chiefs,"-80.113171, 26.619434",-80.113171, 26.619434
49ers,"-87.870332, 41.984433",-87.870332, 41.984433
Texans,"-81.339579, 33.926992",-81.339579, 33.926992
Raiders,"-121.424332, 38.638355",-121.424332, 38.638355
Texans,"-95.823268, 29.522325",-95.823268, 29.522325
Saints,"-85.738763, 38.406002",-85.738763, 38.406002
Raiders,"-121.424332, 38.638355",-121.424332, 38.638355
Saints,"-84.107404, 34.001413",-84.107404, 34.001413
Raiders,"-121.424332, 38.638355",-121.424332, 38.638355
Raiders,"-121.424332, 38.638355",-121.424332, 38.638355
Packers,"-87.882122, 42.89315",-87.882122, 42.89315
Saints,"-84.107404, 34.001413",-84.107404, 34.001413
Ravens,"-78.941453, 42.955994",-78.941453, 42.955994
Saints,"-97.785251, 30.440787",-97.785251, 30.440787
49ers,"-97.785251, 30.440787",-97.785251, 30.440787
Dolphins,"-122.514926, 37.708075",-122.514926, 37.708075
Jets,"-122.514926, 37.708075",-122.514926, 37.708075
Bills,"-78.797966, 42.724114",-78.797966, 42.724114
49ers,"-81.046876, 35.001706",-81.046876, 35.001706
Raiders,"-121.424332, 38.638355",-121.424332, 38.638355
Raiders,"-121.424332, 38.638355",-121.424332, 38.638355
49ers,"-73.666532, 41.012253",-73.666532, 41.012253
Buccaneers,"-81.759179, 26.513337",-81.759179, 26.513337
Jaguars,"-89.57151, 36.497129",-89.57151, 36.497129
49ers,"-122.338556, 37.991717",-122.338556, 37.991717
Saints,"-87.634643, 24.396308",-87.634643, 24.396308
